,NP_MAKESPAN,NP_C1,NP_C2,P_MAKESPAN,P_C1,P_C2,PT1_MAKESPAN,PT1_C1,PT1_C2,PT2_MAKESPAN,PT2_C1,PT2_C2,PT3_MAKESPAN,PT3_C1,PT3_C2,PT6_MAKESPAN,PT6_C1,PT6_C2
853,1273326.0,867836.0,1273326.0,1326188.0,723734.0,1326188.0,1349744.0,792343.0,1349744.0,1288418.0,811213.0,1288418.0,1312473.0,777852.0,1312473.0,1290023.0,848098.0,1290023.0
854,1284633.0,845213.0,1284633.0,1306796.0,796303.0,1306796.0,1311974.0,812487.0,1311974.0,1282594.0,822876.0,1282594.0,1353794.0,809317.0,1353794.0,1287594.0,846505.0,1287594.0
855,1369411.0,860766.0,1369411.0,1310509.0,765291.0,1310509.0,1345403.0,792735.0,1345403.0,1387092.0,798881.0,1387092.0,1345830.0,781161.0,1345830.0,1386699.0,825925.0,1386699.0
856,1350274.0,830713.0,1350274.0,1314557.0,734817.0,1314557.0,1321117.0,815414.0,1321117.0,1325334.0,825862.0,1325334.0,1301144.0,786339.0,1301144.0,1347124.0,835633.0,1347124.0
857,1276157.0,888458.0,1276157.0,1252858.0,754763.0,1252858.0,1281350.0,754763.0,1281350.0,1289086.0,764793.0,1289086.0,1398458.0,754211.0,1398458.0,1328099.0,795755.0,1328099.0
858,1366415.0,856135.0,1366415.0,1262097.0,707142.0,1262097.0,1380799.0,808754.0,1380799.0,1359725.0,851598.0,1359725.0,1262895.0,784565.0,1262895.0,1374974.0,861224.0,1374974.0
859,1302489.0,776171.0,1302489.0,1312746.0,730267.0,1312746.0,1170286.0,782370.0,1170286.0,1298768.0,785628.0,1298768.0,1312746.0,731295.0,1312746.0,1127631.0,807490.0,1127631.0
860,1258473.0,840769.0,1258473.0,1323752.0,762454.0,1323752.0,1337088.0,788724.0,1337088.0,1245958.0,807828.0,1245958.0,1316540.0,788724.0,1316540.0,1264129.0,828102.0,1264129.0
861,1226376.0,847365.0,1226376.0,1244653.0,766396.0,1244653.0,1285558.0,767216.0,1285558.0,1236422.0,767660.0,1236422.0,1225852.0,779898.0,1225852.0,1282156.0,766788.0,1282156.0
862,1186402.0,940835.0,1186402.0,1194091.0,741124.0,1194091.0,1203965.0,790036.0,1203965.0,1162464.0,953279.0,1162464.0,1201276.0,761237.0,1201276.0,1225120.0,835998.0,1225120.0
863,1337106.0,758327.0,1337106.0,1339802.0,771811.0,1339802.0,1296295.0,778743.0,1296295.0,1338158.0,770450.0,1338158.0,1249847.0,762575.0,1249847.0,1305951.0,807178.0,1305951.0
864,1372156.0,778324.0,1372156.0,1300686.0,747389.0,1300686.0,1325537.0,743170.0,1325537.0,1343062.0,754361.0,1343062.0,1314226.0,740337.0,1314226.0,1373260.0,785333.0,1373260.0
865,1315284.0,861908.0,1315284.0,1299068.0,780883.0,1299068.0,1327921.0,797797.0,1327921.0,1313816.0,810151.0,1313816.0,1305480.0,790868.0,1305480.0,1261816.0,848200.0,1261816.0
